@anezarandona,twitter.com/anezarandona,"Conquistadores! 
@MissMiu_Z,twitter.com/MissMiu_Z,Me alegro por la Rachel pero lloro fuerte 😭 por Allen#Conquis5ETB,twitter.com/MissMiu_Z/status/1891642402537910365#m
@Rober_Alv,twitter.com/Rober_Alv,"Pues nada una vez mas el Conquis cargándose un juego. Tres concursantes, 3 palmeras. Asi de sencillo. Luego se preguntan porque cae la audiencia.#Conquis5ETB",twitter.com/Rober_Alv/status/1891642387136413829#m
@Car_Comenta,twitter.com/Car_Comenta,Si allen se hubiera callado la bocaza Gorka no le hubiera nominado 😭#Conquis5ETB,twitter.com/Car_Comenta/status/1891642379762885060#m
@auskalo8,twitter.com/auskalo8,"Gorka ha estado flojito como ayudante, esperemos que lo haga mejor con el equipo#Conquis5ETB",twitter.com/auskalo8/status/1891642358745211371#m
@Henarmp1,twitter.com/Henarmp1,"Gorka sin saberlo, ha condenado al equipo azul llevando y perdiendo a su mejor integrante, Allen te queremos#Conquis5ETB",twitter.com/Henarmp1/status/1891642344753025261#m
@Pepperwood_,twitter.com/Pepperwood_,¿Cuerpos gordos dónde?#Conquis5ETB,twitter.com/Pepperwood_/status/1891642344023249360#m
@linealeva,twitter.com/linealeva,Gorka como ayudante ha estado flojito la verdad#Conquis5ETB,twitter.com/linealeva/status/1891642338520223907#m
@GuanchoConquis,twitter.com/GuanchoConquis,Rachel zorionak chapelduna. Oso ondo.#Conquis5ETB,twitter.com/GuanchoConquis/status/1891642336444055869#m
@konkiban,twitter.com/konkiban,"gorka, con experiencia..... NO HA SABIDO AYUDAR A ALLEN#Conquis5ETB",twitter.com/konkiban/status/1891642332253946343#m
N/A,N/A,N/A,N/A
@AritzRedin87,twitter.com/AritzRedin87,"#Conquis5ETBBonito duelo de parte de todos, al menos ninguno se a rendido",twitter.com/AritzRedin87/status/1891642312909893739#m
@xabierpinedo1,twitter.com/xabierpinedo1,ratxel jabata 👏#Conquis5ETB,twitter.com/xabierpinedo1/status/1891642308136759524#m
@Raistli17868841,twitter.com/Raistli17868841,"#Conquis5ETBGorka dirá que lo ha peleado, pero yo diría que se quería ir",twitter.com/Raistli17868841/status/1891642298011693418#m
@marta307,twitter.com/marta307,Tengo que decirlo: por qué coño no tuvo Huido un duelo de este estilo??!!#Conquis5ETB,twitter.com/marta307/status/1891642279418364150#m
@anezarandona,twitter.com/anezarandona,"Muy bien Ratxel. 
A callar bocas.
Lástima que no hayas ganado, lo siento Allen#Conquis5ETB",twitter.com/anezarandona/status/1891642279112106457#m
@sconqfan,twitter.com/sconqfan,Con lo bien que me termino cayendo el Allen para que se vaya ahora Jolin#Conquis5ETB,twitter.com/sconqfan/status/1891642273185624431#m
@haeradhel,twitter.com/haeradhel,"Pues Gorka, te has coronado con tu nominación. Qué cagada#Conquis5ETB",twitter.com/haeradhel/status/1891642233901719747#m
@Conquis18677855,twitter.com/Conquis18677855,La Ratxel ha sido impresionante!!👏#Conquis5ETB,twitter.com/Conquis18677855/status/1891642195326710249#m
@wishedraven,twitter.com/wishedraven,OLÉ RATXEL#Conquis5ETB,twitter.com/wishedraven/status/1891642187235930284#m
@sconqfan,twitter.com/sconqfan,Pffff yo llevo viendo a Allen casi remontar 20999 veces y me hicieron pensar que lo lograría pero pfffff mi pobre Allen#Conquis5ETB,twitter.com/sconqfan/status/1891642186053153029#m
@heartbreakels,twitter.com/heartbreakels,la pena que me da por allen 😔 me parece que ha hecho una buena aventura y que ha ido siempre de cara diciendo todo lo que pensaba#Conquis5ETB,twitter.com/heartbreakels/status/1891642183473615089#m
@Leire1717,twitter.com/Leire1717,Que grande la ratxel#Conquis5ETB,twitter.com/Leire1717/status/1891642144374362385#m
@N4G0R17XU,twitter.com/N4G0R17XU,"Bueno Gorla....eso de que ha peleado....que quieres que te diga, yo tampoco le he visto con muchas ganas eh#Conquis5ETB",twitter.com/N4G0R17XU/status/1891642133548872153#m
@Ainhoa_ink,twitter.com/Ainhoa_ink,"Reichel ha demostrado que hay mujeres más fuertes que hombres, muero por ver la cara de Killo BRAVO Reichel 💪🏽💪🏽#Conquis5ETB",twitter.com/Ainhoa_ink/status/1891642108374597890#m
@Sforever_winter,twitter.com/Sforever_winter,"Pero cómo subo? 
Pues echándole huevos ! 
Diloooo#Conquis5ETB",twitter.com/Sforever_winter/status/1891642046567378944#m
@mirarilichis,twitter.com/mirarilichis,"Estoy: Triste, enfadada, decepcionada.
Mi top tres de esta edición se ha ido a casa.
Gorka, he pasado del amor al odio contigo en un solo episodio.#Conquis5ETB",twitter.com/mirarilichis/status/1891642038237430201#m
@konkiban,twitter.com/konkiban,"gorka.... fatal, fatal fatal#Conquis5ETB",twitter.com/konkiban/status/1891642030003978373#m
@Pepperwood_,twitter.com/Pepperwood_,Está Gorka más perdido que Allen#Conquis5ETB,twitter.com/Pepperwood_/status/1891642018167726178#m
@misssaguga,twitter.com/misssaguga,"Me estoy poniendo mala, esta chica no se puede ir a casa después del duelo que  se ha marcado#Conquis5ETB",twitter.com/misssaguga/status/1891642003793822189#m
@marta307,twitter.com/marta307,"Vamos Ratxel, después del duelazo que has hecho no te vengas abajo ahora!#Conquis5ETB",twitter.com/marta307/status/1891641982142804307#m
N/A,N/A,N/A,N/A
@Maaitaane,twitter.com/Maaitaane,Me parece una puta guarra el hecho de que haya solo 2 putas palmeras para 3 duelistas.#Conquis5ETB,twitter.com/Maaitaane/status/1891641942712234022#m
@haeradhel,twitter.com/haeradhel,Ratxel una luchadora de p madre#Conquis5ETB,twitter.com/haeradhel/status/1891641913062695310#m
@charlisin46yout,twitter.com/charlisin46yout,"#conquis5etbA tomar por CULOooo allen y encantado !!!

🤣🤣🤣🤣 Como molan los duelos sin amarillos jajajajaja

Siguiente lunes mas y mejorrrrrr 💪💪💪",twitter.com/charlisin46yout/status/1891641890493128920#m
@konkiban,twitter.com/konkiban,"muy mal gorka, muy mal, no sabe hacer aprovechar todas las oportunidades, excasas, pero son fundamentales para ganar o perder#Conquis5ETB",twitter.com/konkiban/status/1891641848545808400#m
@wishedraven,twitter.com/wishedraven,que no se le vaya la flama ahora a ratxel después del duelazo que se ha marcado#Conquis5ETB,twitter.com/wishedraven/status/1891641823912677652#m
@GoikoItzela,twitter.com/GoikoItzela,Ay la Reitxel que se viene abajo 😱#Conquis5ETB,twitter.com/GoikoItzela/status/1891641801183809900#m
@Paripeitor,twitter.com/Paripeitor,"Rachel no se puede ir, después de mearse en los dos pavos casi toda la prueba#Conquis5ETB",twitter.com/Paripeitor/status/1891641765477728628#m
@txiki_96,twitter.com/txiki_96,El problema de Ratxel esque le pierde la cabeza... Esa rabia e impulsividad no le ayudan dn nada#Conquis5ETB,twitter.com/txiki_96/status/1891641761505673566#m
@Goiizeedeer,twitter.com/Goiizeedeer,Allen solo quería ir a hacer show para ir a supervivientes o intentar meterse en Telecinco no es pa el conquis#Conquis5ETB,twitter.com/Goiizeedeer/status/1891641748180316596#m
@BarcinaMai70386,twitter.com/BarcinaMai70386,"Locura , de duelo, que fuerte#Conquis5ETB",twitter.com/BarcinaMai70386/status/1891641733760356463#m
@Betelu11,twitter.com/Betelu11,Con todas las palmeras que hay y para la prueba de duelo solamente cuentan con 2 para 3 concursantes...#Conquis5ETB,twitter.com/Betelu11/status/1891641710473556430#m
@LaMariOposita,twitter.com/LaMariOposita,Me parece un drama perder a un concursante como Allen en un programa 5 con la cantidad de participantes que hay que no paran de quejarse o de crear mal rollo#Conquis5ETB#elConquis5ETB,twitter.com/LaMariOposita/status/1891641652470595744#m
@heartbreakels,twitter.com/heartbreakels,me alegro mucho por famo pero la verdad es que ratxel me ha sorprendido muchísimo vaya duelazo ha hecho#Conquis5ETB,twitter.com/heartbreakels/status/1891641628927889779#m
@Rober_Alv,twitter.com/Rober_Alv,Tres duelistas y dos palmeras. No me parece justo porque condenas a uno. Muy mal#Conquis5ETB,twitter.com/Rober_Alv/status/1891641578680152251#m
@MissMiu_Z,twitter.com/MissMiu_Z,El que ha pensado en poner sólo dos palmeras para joder es el que en la próxima prueba quiere poner un foso de cocodrilos#Conquis5ETB,twitter.com/MissMiu_Z/status/1891641572237681149#m
@anezarandona,twitter.com/anezarandona,"Tira Allen, vamos Ratxel#Conquis5ETB",twitter.com/anezarandona/status/1891641524015820907#m
@haeradhel,twitter.com/haeradhel,Pues lo mejor sería que Famo terminase y al bajar le dejara sitio a Allen 😅#Conquis5ETB,twitter.com/haeradhel/status/1891641510300438695#m
@Car_Comenta,twitter.com/Car_Comenta,"Menuda estupidez que dificulten al tercero en llegar

La gracia de los duelos es la posibilidad de una remontada#Conquis5ETB",twitter.com/Car_Comenta/status/1891641401214935219#m
@sconqfan,twitter.com/sconqfan,"La verdad es que aunque Allen se termine yendo los tres han hecho un duelazo,#Conquis5ETB",twitter.com/sconqfan/status/1891641333862875623#m
@Conquis18677855,twitter.com/Conquis18677855,Se ha perdido un poco la emoción con esto de que haya solo dos palmeras😅😮‍💨#Conquis5ETB,twitter.com/Conquis18677855/status/1891641276333752806#m
N/A,N/A,N/A,N/A
@Belentxu1001,twitter.com/Belentxu1001,"Allen parece no saber que hacer con la cuerda, con la antorcha, con el recorrido, con el pebetero, con todo él... no sé yo que pensar de su duelo, es que ni ritmo se ha echado al cinto.. que lentitud la suya es que parece como bloqueao..#Conquis5ETB",twitter.com/Belentxu1001/status/1891641266028368230#m
@elconquis_etb,twitter.com/elconquis_etb,La Ratxel ha besado la palmera. Se ha reencarnado en el Australiano del conquis#Conquis5ETB,twitter.com/elconquis_etb/status/1891641245925019730#m
@momocosaguena,twitter.com/momocosaguena,#Conquis5ETBpor qué no hay tres palmeras? Así no vale,twitter.com/momocosaguena/status/1891641172822503559#m
@haeradhel,twitter.com/haeradhel,Tendría que haber 3 troncos. Está ahora Allen que no puede hacer nada ni lucharlo...#Conquis5ETB,twitter.com/haeradhel/status/1891641166333976800#m
@andeer_ATH2,twitter.com/andeer_ATH2,Como cojones en un duelo de 3 solo hay 2 palmeras para completarlo? Pero que broma es esta? Como cojones va a intentar Allen subir??#Conquis5ETB,twitter.com/andeer_ATH2/status/1891641110516117568#m
@julivalga2,twitter.com/julivalga2,Ninguno tiene ni puta idea de lo que tiene que hacer después de las explicaciones de Lur#Conquis5ETB,twitter.com/julivalga2/status/1891641043419885702#m
@sconqfan,twitter.com/sconqfan,Ya es que si debería haber 3 palmas para que sea pues quien más fuerza y rapidez#Conquis5ETB,twitter.com/sconqfan/status/1891641019944378369#m
@lideirurzun,twitter.com/lideirurzun,Joana super ondo como capitana por ahora. Calmada y burnos consejos. De 10 el duelo#Conquis5ETB,twitter.com/lideirurzun/status/1891640996447899710#m
@MissMiu_Z,twitter.com/MissMiu_Z,No tenían palmeras para todos????#Conquis5ETB,twitter.com/MissMiu_Z/status/1891640910640820683#m
@mirarilichis,twitter.com/mirarilichis,"Que haya dos palmeras en un duelo a tres es una mierda.
Igualdad de condiciones para todos. Por favor y gracias.#Conquis5ETB",twitter.com/mirarilichis/status/1891640900020773005#m
@elconquis_etb,twitter.com/elconquis_etb,"¿Soy el único que está más tenso que un ""teletubbie"" en un asiento de velcro?#Conquis5ETB",twitter.com/elconquis_etb/status/1891640865069703226#m
@Conquis18677855,twitter.com/Conquis18677855,Pero esto de que haya solo dos arboles para tres?#Conquis5ETB,twitter.com/Conquis18677855/status/1891640861424771417#m
@Rober_Alv,twitter.com/Rober_Alv,Bueno pues Allen está condenado... No veo como puede subir#Conquis5ETB,twitter.com/Rober_Alv/status/1891640840918798618#m
@lideirurzun,twitter.com/lideirurzun,PUEDE ACELERAR Y HACRR ALGO?!#Conquis5ETB,twitter.com/lideirurzun/status/1891640812842123578#m
@N4G0R17XU,twitter.com/N4G0R17XU,Allen se quiere ir a casa a mí no me jodas#Conquis5ETB,twitter.com/N4G0R17XU/status/1891640792319488451#m
@delgadosanc,twitter.com/delgadosanc,#conquis5ETBque tranquilad transmite Joana,twitter.com/delgadosanc/status/1891640688682414479#m
@konkiban,twitter.com/konkiban,me va dar algo y no va a acabar como yo quiero 🙈🙈🙈#Conquis5ETB,twitter.com/konkiban/status/1891640634148028886#m
@GuanchoConquis,twitter.com/GuanchoConquis,#Conquis5ETBRachel tapando bocas de fuertes y debiles en su equipo… literal.. a ver que dicen ahora los “fuertes”.,twitter.com/GuanchoConquis/status/1891640621611286576#m
@ligaconquis,twitter.com/ligaconquis,"“La extremidad de la punta” 
Gran aportación de Gorka#conquis5etb",twitter.com/ligaconquis/status/1891640609661694387#m
@khron40,twitter.com/khron40,Pero allen quiere seguir o no? Por qué la tranquilidad que lleva es para que se lo haga mirar#Conquis5ETB,twitter.com/khron40/status/1891640596759990344#m
N/A,N/A,N/A,N/A
@haeradhel,twitter.com/haeradhel,Pero por qué no se lleva la cuerda al hombro Allen? 🤦🏻‍♀️#Conquis5ETB,twitter.com/haeradhel/status/1891640591013875987#m
@mondadientes_,twitter.com/mondadientes_,La sonrisa de Allen en todo el duelo??!! 👏👏#Conquis5ETB,twitter.com/mondadientes_/status/1891640545782514114#m
@mirarilichis,twitter.com/mirarilichis,"Qué hay, dos palmeras para tres???#Conquis5ETB",twitter.com/mirarilichis/status/1891640486760247619#m
@anezarandona,twitter.com/anezarandona,Muy bien Ratxel#Conquis5ETB,twitter.com/anezarandona/status/1891640483727765771#m
@sconqfan,twitter.com/sconqfan,Va a tener que pasar por los hoyos de uno de los otros????#Conquis5ETB,twitter.com/sconqfan/status/1891640356141232528#m
@wishedraven,twitter.com/wishedraven,dios dios que estrés de duelo#Conquis5ETB,twitter.com/wishedraven/status/1891640237597528427#m
@elconquis_etb,twitter.com/elconquis_etb,La Ratxel volviéndose loca en el duelo#Conquis5ETB,twitter.com/elconquis_etb/status/1891640191699284331#m
@sconqfan,twitter.com/sconqfan,Será lo que sea pero lo está dando todo eeeee todos lo están haciendo de 100#Conquis5ETB,twitter.com/sconqfan/status/1891640124284297572#m
@marta307,twitter.com/marta307,"Para escuchar toda la mierda que se suele escuchar tremenda lección están dando las mujeres en el conquis, la semana pasada Pati y esta Ratxel 👏🏻#Conquis5ETB",twitter.com/marta307/status/1891640111478997464#m
@IkerSantxo,twitter.com/IkerSantxo,"Allen me está gustando mucho mucho, no sé está rindiendo, haciendo las cosas bien, exigiéndose…..me está gustando!
Ojo!#Conquis5ETB",twitter.com/IkerSantxo/status/1891640092805980524#m
@konkiban,twitter.com/konkiban,que estrés llevo con Allen@Reyallenkingbuffff#Conquis5ETB,twitter.com/konkiban/status/1891640005421875688#m
@Leire1717,twitter.com/Leire1717,Quien se va a casssa?#Conquis5ETB,twitter.com/Leire1717/status/1891639998169923749#m
@haeradhel,twitter.com/haeradhel,"Qué pasada de duelo, me estoy comiendo las uñas!#Conquis5ETB",twitter.com/haeradhel/status/1891639983716364440#m
@andeer_ATH2,twitter.com/andeer_ATH2,"Los consejos de Gorka muy muy pobres, le ha matado a Allen el tener que volver porque Gorka ha sido incapaz de fijarse en que se le había enganchado en una rama la cuerda. Joana la que mejor ha aconsejado.#Conquis5ETB",twitter.com/andeer_ATH2/status/1891639912849383867#m
@Conquis18677855,twitter.com/Conquis18677855,Muy guay este nuevo duelo👏👏#Conquis5ETB,twitter.com/Conquis18677855/status/1891639911163285692#m
@maariinna_,twitter.com/maariinna_,Estoy sufriendo por Allen lo más grande#Conquis5ETB,twitter.com/maariinna_/status/1891639901642207577#m
@anezarandona,twitter.com/anezarandona,Allen la antorcha??#Conquis5ETB,twitter.com/anezarandona/status/1891639899960254635#m
@ligaconquis,twitter.com/ligaconquis,"Aúpa, Allen!!!#conquis5etb",twitter.com/ligaconquis/status/1891639805483634704#m
@N4G0R17XU,twitter.com/N4G0R17XU,Allen como tenga la misma energía haciendo porno que haciendo duelo.....#Conquis5ETB,twitter.com/N4G0R17XU/status/1891639781676781870#m
@Pepperwood_,twitter.com/Pepperwood_,"Es que el truco era quemarlo pegado al poste, que se quema la cuerda con la que está unido a la tela y se suelta sin necesidad de quemar la cuerda#Conquis5ETB",twitter.com/Pepperwood_/status/1891639724747452575#m
N/A,N/A,N/A,N/A
@Aitor199811,twitter.com/Aitor199811,En ésta edición de#Conquis5ETBlas mujeres sentando cátedra eh. Grandes,twitter.com/Aitor199811/status/1891639639875657785#m
@MissMiu_Z,twitter.com/MissMiu_Z,"Gorka diciéndole a Allen ""vas genial"" y yo ""pero si va el último!"" y quedándome sin uñas#Conquis5ETB",twitter.com/MissMiu_Z/status/1891639511848833195#m
@ataloba_,twitter.com/ataloba_,La Ratxel callando bocas!! EGURRE#Conquis5ETB,twitter.com/ataloba_/status/1891639442705682787#m
@haeradhel,twitter.com/haeradhel,La hoguera que tiene Ratxel en esa antorcha es increíble#Conquis5ETB,twitter.com/haeradhel/status/1891639433255960935#m
@wishedraven,twitter.com/wishedraven,joder es que sigue prendiendo la de Ratxel mil veces más que las demas#Conquis5ETB,twitter.com/wishedraven/status/1891639430454083922#m
@anezarandona,twitter.com/anezarandona,Y no es mejor quemar la esquina?#Conquis5ETB,twitter.com/anezarandona/status/1891639380147572968#m
@sconqfan,twitter.com/sconqfan,Allen aún puede ganaaaar eeee#Conquis5ETB,twitter.com/sconqfan/status/1891639373210272231#m
@sconqfan,twitter.com/sconqfan,"JODER QUE DUELO MÁS LARGOOOO, ME ENCANTAAAAAA MIL MILLONES DE VECES MEJOR QUE LOS DE SUERTE#Conquis5ETB",twitter.com/sconqfan/status/1891639334593253601#m
@elconquis_etb,twitter.com/elconquis_etb,La cuarta duelista que falta en el capítulo de hoy#Conquis5ETB,twitter.com/elconquis_etb/status/1891639199851229489#m
@GoikoItzela,twitter.com/GoikoItzela,"Gorka, el pueblo no te perdonará 😠#Conquis5ETB",twitter.com/GoikoItzela/status/1891639193668870598#m
@wishedraven,twitter.com/wishedraven,lo que cuesta que se queme del todo la cuerda santa paciencia#Conquis5ETB,twitter.com/wishedraven/status/1891639160655548480#m
@sconqfan,twitter.com/sconqfan,Estoy en una tensiooooon#Conquis5ETB,twitter.com/sconqfan/status/1891639158059237425#m
@N4G0R17XU,twitter.com/N4G0R17XU,Ahora todo va a depender de cuan rápido se quemen las cuerdas#Conquis5ETB,twitter.com/N4G0R17XU/status/1891639133010829685#m
@blxncaxx,twitter.com/blxncaxx,Búa como gane la ratxel voy a gritar de alegria.... ya está bien de hacerla de menos....#Conquis5ETB,twitter.com/blxncaxx/status/1891639099603181867#m
@haeradhel,twitter.com/haeradhel,Por qué prende tan poco la antorcha de Famo?#Conquis5ETB,twitter.com/haeradhel/status/1891639069899186176#m
@konkiban,twitter.com/konkiban,que se apague alguna antorcha roja por dioooooo#Conquis5ETB,twitter.com/konkiban/status/1891638940500676954#m
@sconqfan,twitter.com/sconqfan,Como está esto se que Allen no llega Patxi?????????? Que no está atascado eeeeee#Conquis5ETB,twitter.com/sconqfan/status/1891638928458883402#m
@mondadientes_,twitter.com/mondadientes_,Ojalá Ratxel llegando al campamento y diciéndole a Killo q le coma el toto 🖕🏽#Conquis5ETB,twitter.com/mondadientes_/status/1891638894874984458#m
@rizandolosrizos,twitter.com/rizandolosrizos,Joder vaya cagada la cuerda enganchada de Allen eh#Conquis5ETB,twitter.com/rizandolosrizos/status/1891638870799683782#m
@wishedraven,twitter.com/wishedraven,será que todas las cuerdas miden lo mismo y el está más lejos de los tres#Conquis5ETB,twitter.com/wishedraven/status/1891638869210144857#m
N/A,N/A,N/A,N/A
@madalenero_77,twitter.com/madalenero_77,Bravo Ratxel#Conquis5ETB,twitter.com/madalenero_77/status/1891638859064131708#m
@P3t3rRD,twitter.com/P3t3rRD,Otra vez no llegan las cuerdas ¿recuerdo de Vietnam?#Conquis5ETB,twitter.com/P3t3rRD/status/1891638857231147394#m
@konkiban,twitter.com/konkiban,que desastre joder#Conquis5ETB,twitter.com/konkiban/status/1891638795579085151#m
@Conquis18677855,twitter.com/Conquis18677855,Y ahora por que no llega la cuerda de Allen?#Conquis5ETB,twitter.com/Conquis18677855/status/1891638735743160415#m
@haeradhel,twitter.com/haeradhel,Lo siento muchísimo por Ratxel pero ojalá se le apague el fuego#Conquis5ETB,twitter.com/haeradhel/status/1891638669749968954#m
@sconqfan,twitter.com/sconqfan,Ay que se me va mi Allen 🥲🥲🥲😰😰😰😰#Conquis5ETB,twitter.com/sconqfan/status/1891638611130364415#m
@anezarandona,twitter.com/anezarandona,"Se le ha quedado enganchada desde el principio? 
Y Gorka no se ha dado cuenta hasta ahora? 
Joder!#Conquis5ETB",twitter.com/anezarandona/status/1891638594739044446#m
@wishedraven,twitter.com/wishedraven,"me estoy alegrando muchísimo por ratxel, porque sí que estaba rucurucu con que piensan que es débil, ha demostrado a los demás y a sí misma que es lo que más le hacía falta#Conquis5ETB",twitter.com/wishedraven/status/1891638490711941366#m
@marta307,twitter.com/marta307,Y Gorka no podía haber mirado antes y revisar que la cuerda iba bien antes de que llegase al pebetero??#Conquis5ETB,twitter.com/marta307/status/1891638462681387171#m
@Conquis18677855,twitter.com/Conquis18677855,"Allen tiene que volver a pasar la red? Ai pobre, debería de haberse fijado antes#Conquis5ETB",twitter.com/Conquis18677855/status/1891638377365037258#m
@mirarilichis,twitter.com/mirarilichis,He de decir que el ritmo caribeño de Allen me está dando ansiedad.#Conquis5ETB,twitter.com/mirarilichis/status/1891638372336099776#m
@ZeroCoo12227206,twitter.com/ZeroCoo12227206,Marcela se va a quedar afonica ayudando#Conquis5ETB,twitter.com/ZeroCoo12227206/status/1891638313984856303#m
@misssaguga,twitter.com/misssaguga,Voy a llorar 🥹#Conquis5ETB,twitter.com/misssaguga/status/1891638099341402235#m
@sconqfan,twitter.com/sconqfan,Va a ganar la Rachel????? Flipin jajajajajaaj#Conquis5ETB,twitter.com/sconqfan/status/1891638070002192840#m
@MissMiu_Z,twitter.com/MissMiu_Z,Sufriendo por Allen#Conquis5ETB,twitter.com/MissMiu_Z/status/1891637959738245486#m
@mirarilichis,twitter.com/mirarilichis,Pepetero.#Conquis5ETB,twitter.com/mirarilichis/status/1891637821590413618#m
@konkiban,twitter.com/konkiban,gorka...... como se valla Allen...... no se te va perdonar#Conquis5ETB,twitter.com/konkiban/status/1891637778162544663#m
@Pepperwood_,twitter.com/Pepperwood_,Estos duelos >>>>>>>>>>> Los de azar#Conquis5ETB,twitter.com/Pepperwood_/status/1891637689096573158#m
@sconqfan,twitter.com/sconqfan,Vamos Allen que tú puedes alcanzarles jodederree#Conquis5ETB,twitter.com/sconqfan/status/1891637575296709022#m
@Conquis18677855,twitter.com/Conquis18677855,Con las antorchas siempre se lia jaja#Conquis5ETB,twitter.com/Conquis18677855/status/1891637548432183651#m
N/A,N/A,N/A,N/A
@j_ainhoa,twitter.com/j_ainhoa,Venga famoo!!#Conquis5ETB,twitter.com/j_ainhoa/status/1891637389807829423#m
@ZeroCoo12227206,twitter.com/ZeroCoo12227206,Una pena. Allem transmite muy bien rollo#Conquis5ETB,twitter.com/ZeroCoo12227206/status/1891637346728128966#m
@GuanchoConquis,twitter.com/GuanchoConquis,Rachel tapando bocas…. fuertes y debiles…. me encanta.#Conquis5ETB,twitter.com/GuanchoConquis/status/1891637344773493084#m
@saaii04,twitter.com/saaii04,Espero que Rachel o Famo lien algo. Pero que no se vaya Allen.#Conquis5ETB,twitter.com/saaii04/status/1891637300460732451#m
@konkiban,twitter.com/konkiban,Allen....salvo milagro de última hora.....#Conquis5ETB,twitter.com/konkiban/status/1891637201076724180#m
@sconqfan,twitter.com/sconqfan,Tu pues Rachel va mejor de lo que pensé#Conquis5ETB,twitter.com/sconqfan/status/1891637192528707593#m
@marta307,twitter.com/marta307,"Qué mal Allen, para uno que me cae bien de los azules... qué cagada Gorka!#Conquis5ETB",twitter.com/marta307/status/1891637184219783670#m
@haeradhel,twitter.com/haeradhel,A Allen le está costando. A ver si recupera#Conquis5ETB,twitter.com/haeradhel/status/1891637095803891865#m
@j1_perezSub,twitter.com/j1_perezSub,Ay no ay no 😔#Conquis5ETB,twitter.com/j1_perezSub/status/1891637075050475537#m
@Conquis18677855,twitter.com/Conquis18677855,Pero menuda diferencia le han sacado a Allen😱 va muy lento#Conquis5ETB,twitter.com/Conquis18677855/status/1891637061066658096#m
@sconqfan,twitter.com/sconqfan,Joliiin vamos Allen !!!!!#Conquis5ETB,twitter.com/sconqfan/status/1891637026337792387#m
@N4G0R17XU,twitter.com/N4G0R17XU,Quiere verde veo a Allen#Conquis5ETB,twitter.com/N4G0R17XU/status/1891636907790028816#m
@haeradhel,twitter.com/haeradhel,Ahooora#Conquis5ETB,twitter.com/haeradhel/status/1891636804706619537#m
@haeradhel,twitter.com/haeradhel,Pero a Famo le queda 1 vuelta de cuerda#Conquis5ETB,twitter.com/haeradhel/status/1891636768056709228#m
@linapalsa,twitter.com/linapalsa,Que lento va allen#Conquis5ETB,twitter.com/linapalsa/status/1891636698028642782#m
@GmzzMaitane,twitter.com/GmzzMaitane,"me va a dar pena que se vaya allen, me estaba cayendo muy bien#Conquis5ETB",twitter.com/GmzzMaitane/status/1891636636984709144#m
@Car_Comenta,twitter.com/Car_Comenta,Como se vaya Allen no lo voy a soportar#Conquis5ETB,twitter.com/Car_Comenta/status/1891636624364093745#m
@haeradhel,twitter.com/haeradhel,Ratxel ha empezado muy bien#Conquis5ETB,twitter.com/haeradhel/status/1891636617015636300#m
@sconqfan,twitter.com/sconqfan,Allen va el más lento y la Rachel va mejor#Conquis5ETB,twitter.com/sconqfan/status/1891636604441104535#m
@mirarilichis,twitter.com/mirarilichis,No quero que se vaya Allen... Gorka no te lo voy a perdonar💔#Conquis5ETB,twitter.com/mirarilichis/status/1891636595846996035#m
